source,manufacturer,model,segment,price,reference_date,captured_at
assobens_precos_comparativo,M.BENZ,MB 1733,Nacional|grupo MB 1726,464109.7,2026-09-25,2026-09-25T12:06:43-03:00
assobens_precos_comparativo,M.BENZ,MB 1726,MT|grupo MB 1726,455738.0,2026-09-25,2026-09-25T12:06:43-03:00
assobens_precos_comparativo,M.BENZ,MB 1733,MT|grupo MB 1726,458057.0,2026-09-25,2026-09-25T12:06:43-03:00
assobens_precos_comparativo,VOLVO,VOLVO VM 290 4X2,MT|grupo MB 1726,467846.0,2026-09-25,2026-09-25T12:06:43-03:00
assobens_precos_comparativo,VW,VW 18.320,MT|grupo MB 1726,540488.0,2026-09-25,2026-09-25T12:06:43-03:00
assobens_precos_comparativo,VOLVO,VOLVO VM 290 6X2,Nacional|grupo MB 2429,539856.67,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 2429,Nacional|grupo MB 2429,503979.73,2026-09-26,2026-09-26T12:06:33-03:00
assobens_precos_comparativo,IVECO,IVECO 24-280,Nacional|grupo MB 2429,515364.98,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 26.260,Nacional|grupo MB 2429,512434.69,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 2429,MT|grupo MB 2429,545230.0,2026-09-26,2026-09-26T12:06:33-03:00
assobens_precos_comparativo,IVECO,IVECO 24-280,MT|grupo MB 2429,555860.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VOLVO,VOLVO VM 290 6X2,MT|grupo MB 2429,520881.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 26.260,MT|grupo MB 2429,534835.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.210,Nacional|grupo MB 1317,461334.05,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,Nacional|grupo MB 1317,448384.26,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1419,Nacional|grupo MB 1317,427875.71,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,Nacional|grupo MB 1317,404524.75,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,Nacional|grupo MB 1317,403947.5,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 13.180,Nacional|grupo MB 1317,397879.48,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1317,Nacional|grupo MB 1317,391385.95,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,MT|grupo MB 1317,399167.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,MT|grupo MB 1317,464333.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,MT|grupo MB 1317,378547.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.210,Nacional|grupo MB 1417,461334.05,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,Nacional|grupo MB 1417,448384.26,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1419,Nacional|grupo MB 1417,427875.71,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,Nacional|grupo MB 1417,404524.75,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,Nacional|grupo MB 1417,403947.5,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 13.180,Nacional|grupo MB 1417,397879.48,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1317,Nacional|grupo MB 1417,391385.95,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,MT|grupo MB 1417,399167.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,MT|grupo MB 1417,464333.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,MT|grupo MB 1417,378547.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.210,Nacional|grupo MB 1419,461334.05,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,Nacional|grupo MB 1419,448384.26,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1419,Nacional|grupo MB 1419,427875.71,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,Nacional|grupo MB 1419,404524.75,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,Nacional|grupo MB 1419,403947.5,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 13.180,Nacional|grupo MB 1419,397879.48,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1317,Nacional|grupo MB 1419,391385.95,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 15-210,MT|grupo MB 1419,399167.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1417,MT|grupo MB 1419,464333.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 14.180,MT|grupo MB 1419,378547.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.260,Nacional|grupo MB 1719,504816.62,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.210,Nacional|grupo MB 1719,468040.5,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 17.210,Nacional|grupo MB 1719,439723.87,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1719,Nacional|grupo MB 1719,438681.84,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 17-210,Nacional|grupo MB 1719,425957.35,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 17-210,MT|grupo MB 1719,428333.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1719,MT|grupo MB 1719,440502.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 17.210,MT|grupo MB 1719,450901.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.210,MT|grupo MB 1719,463488.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.260,MT|grupo MB 1719,605375.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1729,Nacional|grupo MB 1726,536900.21,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.320,Nacional|grupo MB 1726,536769.17,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,IVECO,IVECO 17-280,Nacional|grupo MB 1726,525073.46,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VOLVO,VOLVO VM 290 4X2,Nacional|grupo MB 1726,499454.28,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1726,Nacional|grupo MB 1726,491994.67,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1733,Nacional|grupo MB 1726,464109.7,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1726,MT|grupo MB 1726,455738.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,M.BENZ,MB 1733,MT|grupo MB 1726,458057.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VOLVO,VOLVO VM 290 4X2,MT|grupo MB 1726,467846.0,2026-09-26,2026-09-26T08:06:46-03:00
assobens_precos_comparativo,VW,VW 18.320,MT|grupo MB 1726,540488.0,2026-09-26,2026-09-26T08:06:46-03:00
